Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GLP1R_3PA_GLP1_1 Spectral Count	GLP1R_3PA_GLP1_2 Spectral Count	GLP1R_3PA_GLP1_3 Spectral Count	GLP1R_3PA_GLP1_4 Spectral Count	GLP1R_3PA_VEH_1 Spectral Count	GLP1R_3PA_VEH_2 Spectral Count	GLP1R_3PA_VEH_3 Spectral Count	GLP1R_3PA_VEH_4 Spectral Count	GLP1R_WT_GLP1_1 Spectral Count	GLP1R_WT_GLP1_2 Spectral Count	GLP1R_WT_GLP1_3 Spectral Count	GLP1R_WT_GLP1_4 Spectral Count	GLP1R_WT_VEH_1 Spectral Count	GLP1R_WT_VEH_2 Spectral Count	GLP1R_WT_VEH_3 Spectral Count	GLP1R_WT_VEH_4 Spectral Count	NEG_1 Spectral Count	GLP1R_3PA_GLP1_1 Unique Spectral Count	GLP1R_3PA_GLP1_2 Unique Spectral Count	GLP1R_3PA_GLP1_3 Unique Spectral Count	GLP1R_3PA_GLP1_4 Unique Spectral Count	GLP1R_3PA_VEH_1 Unique Spectral Count	GLP1R_3PA_VEH_2 Unique Spectral Count	GLP1R_3PA_VEH_3 Unique Spectral Count	GLP1R_3PA_VEH_4 Unique Spectral Count	GLP1R_WT_GLP1_1 Unique Spectral Count	GLP1R_WT_GLP1_2 Unique Spectral Count	GLP1R_WT_GLP1_3 Unique Spectral Count	GLP1R_WT_GLP1_4 Unique Spectral Count	GLP1R_WT_VEH_1 Unique Spectral Count	GLP1R_WT_VEH_2 Unique Spectral Count	GLP1R_WT_VEH_3 Unique Spectral Count	GLP1R_WT_VEH_4 Unique Spectral Count	NEG_1 Unique Spectral Count	GLP1R_3PA_GLP1_1 Total Spectral Count	GLP1R_3PA_GLP1_2 Total Spectral Count	GLP1R_3PA_GLP1_3 Total Spectral Count	GLP1R_3PA_GLP1_4 Total Spectral Count	GLP1R_3PA_VEH_1 Total Spectral Count	GLP1R_3PA_VEH_2 Total Spectral Count	GLP1R_3PA_VEH_3 Total Spectral Count	GLP1R_3PA_VEH_4 Total Spectral Count	GLP1R_WT_GLP1_1 Total Spectral Count	GLP1R_WT_GLP1_2 Total Spectral Count	GLP1R_WT_GLP1_3 Total Spectral Count	GLP1R_WT_GLP1_4 Total Spectral Count	GLP1R_WT_VEH_1 Total Spectral Count	GLP1R_WT_VEH_2 Total Spectral Count	GLP1R_WT_VEH_3 Total Spectral Count	GLP1R_WT_VEH_4 Total Spectral Count	NEG_1 Total Spectral Count	GLP1R_3PA_GLP1_1 Intensity	GLP1R_3PA_GLP1_2 Intensity	GLP1R_3PA_GLP1_3 Intensity	GLP1R_3PA_GLP1_4 Intensity	GLP1R_3PA_VEH_1 Intensity	GLP1R_3PA_VEH_2 Intensity	GLP1R_3PA_VEH_3 Intensity	GLP1R_3PA_VEH_4 Intensity	GLP1R_WT_GLP1_1 Intensity	GLP1R_WT_GLP1_2 Intensity	GLP1R_WT_GLP1_3 Intensity	GLP1R_WT_GLP1_4 Intensity	GLP1R_WT_VEH_1 Intensity	GLP1R_WT_VEH_2 Intensity	GLP1R_WT_VEH_3 Intensity	GLP1R_WT_VEH_4 Intensity	NEG_1 Intensity	GLP1R_3PA_GLP1_1 MaxLFQ Intensity	GLP1R_3PA_GLP1_2 MaxLFQ Intensity	GLP1R_3PA_GLP1_3 MaxLFQ Intensity	GLP1R_3PA_GLP1_4 MaxLFQ Intensity	GLP1R_3PA_VEH_1 MaxLFQ Intensity	GLP1R_3PA_VEH_2 MaxLFQ Intensity	GLP1R_3PA_VEH_3 MaxLFQ Intensity	GLP1R_3PA_VEH_4 MaxLFQ Intensity	GLP1R_WT_GLP1_1 MaxLFQ Intensity	GLP1R_WT_GLP1_2 MaxLFQ Intensity	GLP1R_WT_GLP1_3 MaxLFQ Intensity	GLP1R_WT_GLP1_4 MaxLFQ Intensity	GLP1R_WT_VEH_1 MaxLFQ Intensity	GLP1R_WT_VEH_2 MaxLFQ Intensity	GLP1R_WT_VEH_3 MaxLFQ Intensity	GLP1R_WT_VEH_4 MaxLFQ Intensity	NEG_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q6P799|SYSC_RAT	Q6P799	SYSC_RAT	Sars1	512	Rattus norvegicus	1:Experimental evidence at protein level	Serine--tRNA ligase, cytoplasmic	1.0	0.999	13	177	0	177	13	15	7	14	12	7	10	12	8	9	7	10	12	9	8	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	7	14	12	7	10	12	8	9	7	10	12	9	8	18	6	436072.12	396725.88	415504.25	428936.38	423543.22	459474.1	361273.7	409615.78	400430.25	374632.88	402573.47	438217.78	460017.94	393086.72	416203.56	422132.62	330636.2	58628.49	61323.023	59093.95	61647.53	57672.22	62452.08	59601.2	59259.547	54526.453	57063.66	55092.168	62751.03	57132.223	53375.07	54321.613	53590.555	50618.63	tr|A0A0G2JZG7|A0A0G2JZG7_RAT
sp|Q6P7A9|LYAG_RAT	Q6P7A9	LYAG_RAT	Gaa	953	Rattus norvegicus	2:Experimental evidence at transcript level	Lysosomal alpha-glucosidase	1.0	0.999	10	158	20	158	8	8	7	8	4	6	9	7	7	10	11	10	12	12	10	14	15	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	4	8	8	7	8	4	6	9	7	7	10	11	10	12	12	10	14	15	280267.12	409302.75	379135.53	365129.8	298050.84	340896.5	304780.2	388117.8	365095.0	481313.8	478298.8	479203.28	369299.97	457655.12	454110.9	458666.0	431445.06	65318.547	72908.88	69060.02	70381.85	63434.215	67272.73	63093.953	73243.61	76406.375	88827.43	86051.71	87401.58	86366.9	85158.42	83657.24	83188.24	84035.22	
sp|Q6P7B0|SYWC_RAT	Q6P7B0	SYWC_RAT	Wars1	481	Rattus norvegicus	1:Experimental evidence at protein level	Tryptophan--tRNA ligase, cytoplasmic	1.0	0.999	10	115	0	115	9	4	5	6	8	9	6	9	5	6	6	6	7	5	5	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	5	6	8	9	6	9	5	6	6	6	7	5	5	8	11	393336.06	459828.6	348490.75	422900.25	346254.16	452821.94	470549.2	318010.03	368753.66	326088.56	261521.06	481899.25	420341.06	454372.97	389210.9	299067.78	567381.8	75035.84	80315.875	78569.33	78171.766	69173.66	73174.61	77277.11	77424.414	71982.484	72730.43	73004.87	81444.23	71996.44	73569.234	71963.35	69426.08	90365.3	tr|F8WFH8|F8WFH8_RAT
sp|Q6P7B9|SCD2_RAT	Q6P7B9	SCD2_RAT	Scd2	358	Rattus norvegicus	1:Experimental evidence at protein level	Stearoyl-CoA desaturase 2	0.9778	0.999	1	57	0	57	3	4	0	4	4	7	2	2	7	3	5	4	3	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	4	4	7	2	2	7	3	5	4	3	2	2	4	1	17184.19	20105.717	18496.0	19369.625	17204.252	21412.482	17771.287	18071.762	18588.174	22657.977	23814.613	21196.947	16218.372	18321.705	16965.32	18565.271	17329.74	17184.19	20105.717	18496.0	19369.625	17204.252	21412.482	17771.287	18071.762	18588.174	22657.977	23814.613	21196.947	16218.372	18321.705	16965.32	18565.271	17329.74	tr|M0RDU8|M0RDU8_RAT
sp|Q6P7D5|M1IP1_RAT	Q6P7D5	M1IP1_RAT	Mid1ip1	183	Rattus norvegicus	1:Experimental evidence at protein level	Mid1-interacting protein 1	1.0	0.999	2	16	16	16	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	1	1	25909.61	19795.125	0.0	40862.875	0.0	27303.947	0.0	20757.729	28080.486	19281.68	20271.508	25528.639	27481.186	41153.4	24220.188	23745.463	27691.148	25718.914	19649.432	0.0	25888.83	0.0	27102.99	0.0	20604.951	27873.812	34563.758	20122.309	25340.748	27278.924	26503.963	24041.926	23570.695	27487.34	
sp|Q6P7R8|DHB12_RAT	Q6P7R8	DHB12_RAT	Hsd17b12	312	Rattus norvegicus	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase	1.0	0.999	8	118	0	118	8	7	6	6	6	6	5	5	6	9	5	8	8	8	7	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	6	6	6	6	5	5	6	9	5	8	8	8	7	11	7	225083.06	228307.17	194034.12	221532.19	239396.03	228390.73	107286.41	205521.83	259154.83	271305.34	300555.22	259726.73	282965.28	324501.6	321312.8	312497.25	276887.4	70976.58	71328.57	68361.58	71551.39	74680.27	70136.73	67611.89	68505.65	78189.7	84053.25	83020.91	69129.05	80485.5	89055.65	90426.445	88114.98	84138.32	
sp|Q6P9U8|EIF3H_RAT	Q6P9U8	EIF3H_RAT	Eif3h	352	Rattus norvegicus	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit H	1.0	0.999	10	131	0	131	2	5	6	7	4	6	7	6	13	10	10	9	10	9	8	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	7	4	6	7	6	13	10	10	9	10	9	8	13	6	105383.42	141734.58	117112.93	117037.92	116934.516	130833.945	123369.03	104250.01	143958.9	132674.03	139204.55	171717.97	207256.47	187373.66	206201.97	165846.22	151047.47	25368.89	25603.186	26247.896	28424.916	23497.803	26700.797	25351.598	23975.5	28946.836	30506.906	28977.762	30387.379	32951.812	30660.615	32271.055	33918.043	34891.38	tr|A0A8I5ZP79|A0A8I5ZP79_RAT
sp|Q6PCT3|TPD54_RAT	Q6PCT3	TPD54_RAT	Tpd52l2	220	Rattus norvegicus	1:Experimental evidence at protein level	Tumor protein D54	1.0	0.999	7	56	5	56	3	5	2	1	4	3	5	6	1	5	2	4	2	3	4	5	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	3	5	2	1	4	3	5	6	1	5	2	4	2	3	4	5	1	173847.31	181063.98	168764.97	126027.36	168183.64	178681.44	169860.6	163422.12	151453.6	171613.28	79680.77	178478.66	154830.97	105974.27	151047.31	134106.64	105051.62	47811.24	49382.676	49690.2	47504.555	46017.918	49528.29	46040.38	48491.33	41898.547	50287.043	40751.254	51930.812	44283.504	46515.297	44334.688	51498.223	42824.71	
sp|Q6PCU2|VATE1_RAT	Q6PCU2	VATE1_RAT	Atp6v1e1	226	Rattus norvegicus	1:Experimental evidence at protein level	V-type proton ATPase subunit E 1	1.0	0.999	2	7	0	7	0	1	0	0	0	0	1	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	1	0	1	0	34213.85	34449.22	30183.088	31462.406	30470.57	35838.094	33062.57	31798.992	32011.5	0.0	22311.338	23480.734	15825.852	35270.914	27820.658	32140.775	15506.294	20382.85	20795.85	18150.568	19090.703	18423.738	21673.877	19986.98	18652.857	19356.123	0.0	22311.338	23480.734	15825.852	21368.418	16887.076	19499.066	15506.294	tr|A0A8I6B3W0|A0A8I6B3W0_RAT, tr|A0A8I6GFS9|A0A8I6GFS9_RAT, tr|G3V7L8|G3V7L8_RAT
sp|Q6PDU1|SRSF2_RAT	Q6PDU1	SRSF2_RAT	Srsf2	221	Rattus norvegicus	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	1.0	0.999	3	110	110	110	8	7	6	8	9	7	6	5	5	6	5	6	6	7	6	6	7	8	7	6	8	9	7	6	5	5	6	5	6	6	7	6	6	7	8	7	6	8	9	7	6	5	5	6	5	6	6	7	6	6	7	345224.75	361955.7	365362.88	378595.4	390854.8	344210.8	371966.72	374819.6	381600.75	375852.16	372987.3	322251.62	370953.94	381393.8	363882.28	369198.25	565813.5	217761.58	199580.66	191989.66	205909.42	218523.0	186235.2	204764.56	201917.89	203151.22	209309.0	205150.89	187499.62	216265.0	217925.94	215156.02	217185.5	277319.2	
sp|Q6PDU7|ATP5L_RAT	Q6PDU7	ATP5L_RAT	Atp5mg	103	Rattus norvegicus	1:Experimental evidence at protein level	ATP synthase F(0) complex subunit g, mitochondrial	1.0	0.999	3	95	0	95	4	5	8	4	4	8	5	6	8	4	4	6	8	5	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	8	4	4	8	5	6	8	4	4	6	8	5	4	7	5	313755.84	347497.2	293508.3	334957.22	333335.44	135662.5	326952.44	335228.84	313664.9	368347.25	320688.47	361207.25	341331.5	263736.75	338136.88	269140.47	216750.53	175422.84	195190.81	180346.92	189349.56	188818.22	177776.69	188356.84	189505.47	182599.7	202351.47	182196.61	191839.42	206153.25	209230.75	187516.56	206558.45	136877.05	tr|A0A8I6A6M0|A0A8I6A6M0_RAT
sp|Q6PDV7|RL10_RAT	Q6PDV7	RL10_RAT	Rpl10	214	Rattus norvegicus	1:Experimental evidence at protein level	Large ribosomal subunit protein uL16	1.0	0.999	7	175	0	175	9	11	7	10	12	12	10	13	8	8	10	9	10	11	10	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	7	10	12	12	10	13	8	8	10	9	10	11	10	12	13	1123104.9	995942.4	1076655.1	1093826.4	982426.3	1117555.4	1064957.4	1059534.1	978731.7	1046585.7	1131738.2	1102930.0	1054100.8	1051182.8	1037924.1	1150353.2	1037608.7	580131.1	658028.0	578187.25	562695.0	560320.94	651606.8	623476.6	636588.9	505434.88	561653.44	618230.9	566677.0	592719.9	562248.25	573570.06	641238.8	556050.5	
sp|Q6PDW6|RM17_RAT	Q6PDW6	RM17_RAT	Mrpl17	176	Rattus norvegicus	2:Experimental evidence at transcript level	Large ribosomal subunit protein bL17m	1.0	0.999	2	20	17	20	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	35873.926	0.0	21276.46	37720.664	16521.871	32848.793	34109.0	34226.973	28702.688	41939.438	17707.766	15842.445	17049.027	35210.098	27024.59	29317.037	26329.465	20148.484	0.0	21664.848	21004.623	16823.465	18262.766	19394.098	18797.627	14804.418	23800.508	18031.008	16131.638	17360.244	19814.785	15257.901	16632.354	14852.165	
sp|Q6PEC4|SKP1_RAT	Q6PEC4	SKP1_RAT	Skp1	163	Rattus norvegicus	1:Experimental evidence at protein level	S-phase kinase-associated protein 1	1.0	0.999	5	60	0	60	1	3	3	3	3	3	2	3	5	3	6	4	5	4	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	2	3	5	3	6	4	5	4	5	5	2	115775.18	226818.48	202824.81	192747.9	199656.64	174268.8	177881.58	114934.266	334926.88	282186.3	310343.34	290719.8	301069.66	298960.94	257500.11	274186.9	90620.34	77132.875	72670.81	68799.4	72736.75	72500.266	64678.46	80255.36	65311.863	101322.664	98500.266	104059.125	100317.04	101126.4	110585.02	104510.94	99710.26	51498.805	tr|A0A8L2Q2U6|A0A8L2Q2U6_RAT
sp|Q6Q0N1|CNDP2_RAT	Q6Q0N1	CNDP2_RAT	Cndp2	475	Rattus norvegicus	1:Experimental evidence at protein level	Cytosolic non-specific dipeptidase	1.0	0.999	11	76	76	76	5	2	4	4	2	4	5	5	2	4	4	5	7	4	11	7	1	5	2	4	4	2	4	5	5	2	4	4	5	7	4	11	7	1	5	2	4	4	2	4	5	5	2	4	4	5	7	4	11	7	1	183651.33	414894.06	469909.56	421860.75	119604.09	145595.0	332058.7	364449.66	177314.84	175228.97	473488.1	477130.6	241073.19	408893.88	388190.8	380241.84	106477.95	105975.74	123687.35	119303.49	109633.53	92657.46	114333.16	114250.414	111095.625	109381.1	126797.12	116461.51	128959.9	117344.03	119181.37	107064.78	123232.92	73259.086	
sp|Q6QI89|MO4L2_RAT	Q6QI89	MO4L2_RAT	Morf4l2	288	Rattus norvegicus	2:Experimental evidence at transcript level	Mortality factor 4-like protein 2	1.0	0.999	13	570	490	570	30	35	32	31	33	34	40	30	33	31	35	37	30	31	38	35	35	24	31	27	27	29	30	35	24	28	26	30	33	26	28	33	30	29	30	35	32	31	33	34	40	30	33	31	35	37	30	31	38	35	35	1639056.8	1602860.5	2843668.0	1466845.9	1826774.0	1756078.4	1706360.0	1670592.4	1733044.2	2943917.0	1948540.8	1386162.5	1972646.2	1794385.1	3006050.5	2085426.1	1872710.0	362042.8	356122.7	386988.66	378675.16	417830.1	377726.72	354095.62	383148.6	357934.66	392480.75	385779.1	357021.1	403143.75	401762.5	408054.22	396667.06	428242.47	
sp|Q6R518|GPN3_RAT	Q6R518	GPN3_RAT	Gpn3	284	Rattus norvegicus	2:Experimental evidence at transcript level	GPN-loop GTPase 3	0.9525	0.9978	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	12601.253	0.0	14658.483	0.0	0.0	0.0	0.0	18363.15	24239.748	16923.123	13346.479	0.0	0.0	0.0	0.0	0.0	0.0	12601.253	0.0	14658.483	0.0	0.0	0.0	0.0	18363.15	24239.748	16923.123	13346.479	0.0	tr|A0A8I6A318|A0A8I6A318_RAT, tr|G3V652|G3V652_RAT
sp|Q6RIA2|PAF15_RAT	Q6RIA2	PAF15_RAT	Pclaf	110	Rattus norvegicus	3:Protein inferred from homology	PCNA-associated factor	1.0	0.999	5	151	11	151	6	9	9	8	11	8	12	11	9	9	12	5	12	5	10	9	6	0	0	0	0	2	1	2	1	0	0	1	0	1	0	2	1	0	6	9	9	8	11	8	12	11	9	9	12	5	12	5	10	9	6	451717.28	477629.38	492893.78	481693.88	469004.6	455689.47	450211.84	478160.8	425625.66	424903.2	450795.78	420503.4	464716.16	488680.38	472851.56	489955.44	404530.8	214205.86	225992.11	234427.89	214872.95	216781.3	209107.88	217225.98	225955.27	197324.7	200909.44	211854.36	194137.77	208205.16	208429.4	208174.73	213776.34	179645.33	
sp|Q6RJR6|RTN3_RAT	Q6RJR6	RTN3_RAT	Rtn3	940	Rattus norvegicus	1:Experimental evidence at protein level	Reticulon-3	1.0	0.999	2	57	0	57	3	2	2	2	2	2	3	3	3	4	8	4	4	4	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	2	2	3	3	3	4	8	4	4	4	4	5	2	98978.875	107684.39	95133.86	119520.805	95336.53	93755.016	105296.09	104466.17	149903.69	138725.98	150305.1	136331.81	141907.31	158411.45	84353.5	164153.67	28676.096	54987.926	59998.004	52967.67	66599.31	52996.605	52164.023	58585.38	57982.33	82646.266	76882.04	83591.445	74575.66	78966.89	88221.5	85383.59	91023.05	29026.28	tr|A0A8I6AFX0|A0A8I6AFX0_RAT, tr|A0A8I6ASN6|A0A8I6ASN6_RAT
sp|Q6RUV5|RAC1_RAT	Q6RUV5	RAC1_RAT	Rac1	192	Rattus norvegicus	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 1	1.0	0.999	3	58	0	59	3	3	2	4	5	2	2	3	4	3	4	3	3	4	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	4	5	2	2	3	4	3	4	3	3	4	5	4	5	174213.7	179583.8	181415.72	198572.22	204260.39	161989.19	185274.22	208623.4	242417.11	235463.77	234400.69	57239.54	231372.61	236227.19	241508.97	269841.12	257467.97	118277.0	111747.05	112211.8	124846.484	127229.65	102771.586	115098.086	131154.53	153018.44	116095.33	145974.84	106294.06	146697.72	143706.55	148115.25	163479.3	198325.67	tr|A0A0U1RS21|A0A0U1RS21_RAT
sp|Q6TEK3|VKORL_RAT	Q6TEK3	VKORL_RAT	Vkorc1l1	176	Rattus norvegicus	1:Experimental evidence at protein level	Vitamin K epoxide reductase complex subunit 1-like protein 1	1.0	0.9987	2	38	0	38	3	4	2	3	2	2	3	2	4	1	2	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	3	2	2	3	2	4	1	2	3	2	2	1	1	1	49475.875	50395.67	27806.662	49352.836	26657.45	28846.81	44177.777	26437.424	53490.75	27936.025	28891.21	63445.14	52183.652	29009.943	29206.488	30019.246	14768.299	28134.875	27220.791	27806.662	26719.158	26657.45	28846.81	24706.258	26437.424	28391.254	27936.025	28891.21	35404.79	28368.398	29009.943	29206.488	30019.246	14768.299	tr|A0ABK0LTA0|A0ABK0LTA0_RAT
sp|Q6TQE1|ZCH18_RAT	Q6TQE1	ZCH18_RAT	Zc3h18	947	Rattus norvegicus	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 18	1.0	0.999	4	37	0	37	3	2	1	2	1	3	3	4	2	1	1	2	2	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	2	1	3	3	4	2	1	1	2	2	3	2	3	2	89924.016	90990.17	84059.17	113320.44	58337.535	68902.72	100149.61	116309.34	73379.664	62096.125	69723.49	66668.0	98897.97	109462.06	95406.31	84970.74	66328.62	34941.87	33989.08	43387.074	35665.21	33055.605	33907.676	33580.55	37599.066	35942.984	33044.46	36840.746	34845.137	34216.703	37704.992	30243.5	31920.627	35147.96	tr|A0A140TAG3|A0A140TAG3_RAT, tr|A0A8I6AKJ5|A0A8I6AKJ5_RAT, tr|A0A8I6GGF2|A0A8I6GGF2_RAT, tr|A0A8L2QI36|A0A8L2QI36_RAT
sp|Q6TRW4|PDS5B_RAT	Q6TRW4	PDS5B_RAT	Pds5b	1447	Rattus norvegicus	1:Experimental evidence at protein level	Sister chromatid cohesion protein PDS5 homolog B	1.0	0.999	20	282	0	282	19	15	16	15	17	18	15	15	15	19	13	18	21	18	16	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	15	16	15	17	18	15	15	15	19	13	18	21	18	16	21	11	414122.84	418400.8	424304.78	385772.3	411633.56	423223.9	445267.4	459062.12	459091.44	496568.25	421055.22	446857.2	532671.3	514697.88	451795.88	492220.34	317306.97	60774.684	63522.945	62349.055	65796.97	60914.71	61001.66	64572.293	61266.473	64246.734	63734.383	59142.324	61148.703	64878.79	61625.742	57623.184	60834.785	54678.773	tr|A0A8I6GK18|A0A8I6GK18_RAT, tr|D3ZU56|D3ZU56_RAT, tr|F1M797|F1M797_RAT
sp|Q6TUD4|YIPF3_RAT	Q6TUD4	YIPF3_RAT	Yipf3	347	Rattus norvegicus	2:Experimental evidence at transcript level	Protein YIPF3	0.9778	0.999	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17712.93	0.0	18270.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17712.93	0.0	18270.908	0.0	tr|A0A8I6AAV8|A0A8I6AAV8_RAT
sp|Q6TUG0|DJB11_RAT	Q6TUG0	DJB11_RAT	Dnajb11	358	Rattus norvegicus	2:Experimental evidence at transcript level	DnaJ homolog subfamily B member 11	1.0	0.999	4	22	0	22	1	1	1	1	0	1	1	1	1	2	1	1	1	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	2	1	1	1	3	2	4	0	29378.31	29874.688	29317.86	44412.03	26791.812	32399.236	33380.2	26669.94	40281.254	58475.21	48112.438	38130.055	50911.6	61904.938	57569.844	70902.21	38510.793	29408.287	29905.172	29347.775	30588.451	26819.15	32432.295	33414.26	26697.152	40322.355	40283.438	48161.53	38168.96	50963.55	33723.758	38435.086	35395.67	38550.09	tr|A0A8I6AD26|A0A8I6AD26_RAT, tr|A0A8L2PZN6|A0A8L2PZN6_RAT
sp|Q6U6G5|ZC3HF_RAT	Q6U6G5	ZC3HF_RAT	Zc3h15	426	Rattus norvegicus	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 15	1.0	0.999	20	646	0	646	39	38	35	35	44	33	38	37	35	36	36	33	41	40	37	42	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	38	35	35	44	33	38	37	35	36	36	33	41	40	37	42	47	2817317.0	2909822.0	2945331.0	2793554.5	3044975.2	2485869.0	2813432.5	2255998.5	2769365.0	2635700.8	3111585.0	2853066.2	3085224.0	3432540.8	3337057.2	3160226.8	4017559.0	659868.06	686632.3	696475.56	676849.25	740149.25	684390.25	657556.7	714743.2	684217.75	701792.1	715238.56	651446.1	734149.8	799887.1	744564.06	750152.8	893600.4	tr|A0A8I6GIP0|A0A8I6GIP0_RAT
sp|Q6URK4|ROA3_RAT	Q6URK4	ROA3_RAT	Hnrnpa3	379	Rattus norvegicus	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A3	0.9996	0.999	12	313	0	350	19	18	16	15	20	18	20	23	17	16	13	15	18	23	17	20	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	17	18	23	19	23	25	19	17	15	16	20	26	20	23	28	1505271.5	1025597.56	1036633.1	1068541.1	1286019.5	1135243.0	1244486.9	1320487.2	1396756.9	973976.44	988214.06	949738.0	1201553.9	1241331.8	1206911.9	1196391.4	2126142.5	298145.1	206316.81	211071.19	208543.66	253383.98	226494.8	259757.92	262295.7	272558.78	199357.42	211398.69	203185.56	247751.05	250743.28	259161.47	234117.14	419306.12	tr|A0A8I5ZNL7|A0A8I5ZNL7_RAT
sp|Q6V7K3|S35B1_RAT	Q6V7K3	S35B1_RAT	Slc35b1	322	Rattus norvegicus	2:Experimental evidence at transcript level	Solute carrier family 35 member B1	0.9996	0.998	2	24	0	24	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	2	2	23391.88	26531.574	23861.86	22829.512	26252.021	27703.822	24569.75	22411.812	23148.627	27751.326	24368.768	21995.67	26359.38	23818.219	21190.744	33005.14	23469.293	23391.88	26531.574	23861.86	22829.512	26252.021	27703.822	24569.75	22411.812	23148.627	27751.326	24368.768	21995.67	26359.38	23818.219	21190.744	26770.809	23469.293	tr|A0A0H2UHC9|A0A0H2UHC9_RAT
sp|Q6VV72|IF1A_RAT	Q6VV72	IF1A_RAT	Eif1a	144	Rattus norvegicus	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 1A	1.0	0.999	6	73	0	256	4	5	4	2	5	4	6	6	3	3	4	3	4	3	4	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	15	12	17	17	17	16	14	15	15	12	12	13	15	19	19	366598.94	116009.31	371809.94	364618.06	437005.47	367782.78	370074.72	404195.2	350337.16	315028.94	339503.34	316613.4	155472.84	439621.12	437674.0	406404.66	755382.44	196162.38	238686.34	230095.67	231723.25	279010.72	209637.52	228241.9	254289.86	219010.77	157798.3	208484.58	156647.5	280459.22	289483.25	294444.16	267731.38	485858.38	
